time(UTC),T2m ,RH ,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20140321:1200,22.35,89.05,243.0,556.19,79.0,376.0,0.28,11.0,101225.0
20140321:1300,24.51,75.7,490.0,739.11,107.0,378.6,1.59,129.0,101295.0
20140321:1400,25.68,69.0,377.0,72.21,326.0,383.4,2.41,131.0,101335.0
20140321:1500,26.58,64.05,481.0,81.53,412.0,385.0,2.69,134.0,101375.0
20140321:1600,27.42,59.45,535.0,90.44,451.0,393.25,2.9,136.0,101375.0
20140321:1700,28.11,55.5,995.0,898.63,143.0,404.65,3.17,140.0,101305.0
20140321:1800,28.57,52.75,938.0,883.86,140.0,390.0,3.38,144.0,101225.0
20140321:1900,28.62,51.95,808.0,847.81,133.0,396.85,3.31,149.0,101125.0
20140321:2000,28.41,51.95,616.0,779.14,121.0,390.85,3.03,150.0,101066.0
20140321:2100,27.77,53.65,383.0,653.89,101.0,380.0,2.69,150.0,101086.0
20140321:2200,26.86,57.7,142.0,399.17,63.0,378.2,2.28,152.0,101086.0
20140321:2300,25.63,64.7,0.0,-0.0,0.0,375.4,1.72,149.0,101175.0
20140322:0000,24.64,70.9,0.0,-0.0,0.0,371.8,1.66,145.0,101185.0
20140322:0100,23.93,75.85,0.0,-0.0,0.0,369.85,1.59,136.0,101225.0
20140322:0200,23.23,81.65,0.0,-0.0,0.0,378.0,1.31,129.0,101325.0
20140322:0300,23.26,81.55,0.0,-0.0,0.0,367.0,0.76,133.0,101315.0
20140322:0400,23.51,80.1,0.0,-0.0,0.0,356.4,0.14,127.0,101305.0
20140322:0500,23.13,81.7,0.0,-0.0,0.0,363.6,0.34,329.0,101255.0
20140322:0600,22.2,85.1,0.0,-0.0,0.0,361.2,0.83,322.0,101235.0
20140322:0700,21.47,87.35,0.0,-0.0,0.0,356.4,0.97,344.0,101165.0
20140322:0800,20.42,91.7,0.0,-0.0,0.0,364.2,0.97,337.0,101165.0
20140322:0900,19.76,95.7,0.0,-0.0,0.0,370.2,0.69,348.0,101205.0
20140322:1000,19.41,96.35,0.0,-0.0,0.0,372.4,0.76,347.0,101295.0
20140322:1100,19.35,96.7,28.0,181.81,18.0,377.6,0.69,352.0,101365.0
20140322:1200,21.91,92.9,100.0,3.35,99.0,373.8,0.62,40.0,101404.0
20140322:1300,24.29,81.65,497.0,763.29,99.0,384.0,1.66,97.0,101464.0
20140322:1400,25.45,76.4,716.0,848.72,114.0,380.0,2.69,114.0,101474.0
20140322:1500,26.29,75.7,881.0,891.55,124.0,394.85,2.69,118.0,101494.0
20140322:1600,26.94,73.25,978.0,911.68,129.0,404.25,2.69,123.0,101464.0
20140322:1700,27.45,70.4,999.0,914.56,130.0,410.05,2.62,132.0,101394.0
20140322:1800,28.09,66.45,941.0,898.74,128.0,415.45,2.97,136.0,101325.0
20140322:1900,28.5,57.1,811.0,865.07,121.0,397.25,3.52,139.0,101255.0
20140322:2000,28.59,55.05,620.0,801.22,110.0,385.0,3.52,141.0,101205.0
20140322:2100,27.89,57.6,387.0,684.72,91.0,380.4,3.31,142.0,101215.0
20140322:2200,26.75,64.15,145.0,442.57,57.0,384.6,2.62,144.0,101245.0
20140322:2300,25.36,73.2,0.0,-0.0,0.0,371.6,1.72,146.0,101305.0
20140323:0000,24.5,79.5,0.0,-0.0,0.0,375.4,1.1,149.0,101345.0
20140323:0100,23.87,84.75,0.0,-0.0,0.0,374.25,0.55,139.0,101414.0
20140323:0200,23.8,83.85,0.0,-0.0,0.0,373.6,0.41,119.0,101464.0
20140323:0300,23.5,85.6,0.0,-0.0,0.0,379.0,0.48,118.0,101484.0
20140323:0400,22.95,88.3,0.0,-0.0,0.0,369.6,0.69,130.0,101484.0
20140323:0500,22.9,88.95,0.0,-0.0,0.0,368.6,0.69,144.0,101424.0
20140323:0600,22.74,90.0,0.0,-0.0,0.0,373.0,0.55,166.0,101375.0
20140323:0700,22.34,92.55,0.0,-0.0,0.0,368.8,0.28,123.0,101315.0
20140323:0800,21.39,96.75,0.0,-0.0,0.0,383.0,0.34,305.0,101295.0
20140323:0900,21.01,96.4,0.0,-0.0,0.0,383.6,0.55,308.0,101325.0
20140323:1000,20.68,96.45,0.0,-0.0,0.0,385.4,0.62,312.0,101384.0
20140323:1100,20.35,96.55,29.0,171.0,19.0,379.2,0.69,310.0,101394.0
20140323:1200,22.31,91.9,250.0,583.46,74.0,375.2,0.28,327.0,101424.0
20140323:1300,25.07,78.3,497.0,758.6,99.0,385.6,1.38,127.0,101474.0
20140323:1400,26.7,67.35,466.0,164.26,349.0,388.25,2.21,127.0,101484.0
20140323:1500,27.52,62.15,881.0,888.73,124.0,402.25,2.55,130.0,101474.0
20140323:1600,28.45,56.85,978.0,908.31,130.0,390.6,2.97,134.0,101434.0
20140323:1700,29.0,54.35,999.0,911.57,131.0,401.85,3.24,139.0,101345.0
20140323:1800,29.13,53.9,942.0,897.05,129.0,405.05,3.31,145.0,101255.0
20140323:1900,29.4,53.25,811.0,862.3,122.0,390.0,3.03,150.0,101165.0
20140323:2000,28.98,55.05,620.0,799.76,110.0,385.0,3.1,149.0,101145.0
20140323:2100,28.09,58.85,387.0,680.84,92.0,387.85,3.03,145.0,101125.0
20140323:2200,26.85,64.7,146.0,445.56,57.0,377.6,2.97,143.0,101125.0
20140323:2300,25.41,72.75,0.0,-0.0,0.0,373.8,2.34,148.0,101175.0
20140324:0000,24.3,79.55,0.0,-0.0,0.0,361.4,1.86,156.0,101195.0
20140324:0100,23.6,83.9,0.0,-0.0,0.0,361.25,1.59,167.0,101275.0
20140324:0200,22.73,89.15,0.0,-0.0,0.0,359.4,1.24,185.0,101325.0
20140324:0300,21.93,92.2,0.0,-0.0,0.0,361.0,1.17,212.0,101335.0
20140324:0400,21.49,92.1,0.0,-0.0,0.0,360.8,1.1,242.0,101315.0
20140324:0500,20.99,92.75,0.0,-0.0,0.0,359.8,1.17,256.0,101275.0
20140324:0600,20.64,93.35,0.0,-0.0,0.0,363.8,1.17,255.0,101215.0
20140324:0700,22.07,88.8,0.0,-0.0,0.0,370.2,0.9,235.0,101165.0
20140324:0800,21.6,90.15,0.0,-0.0,0.0,364.0,0.97,238.0,101116.0
20140324:0900,21.34,91.0,0.0,-0.0,0.0,375.6,0.97,243.0,101175.0
20140324:1000,21.2,91.35,0.0,-0.0,0.0,374.6,0.97,249.0,101165.0
20140324:1100,21.11,91.7,31.0,177.55,20.0,377.4,0.9,251.0,101215.0
20140324:1200,22.86,90.75,251.0,580.28,74.0,382.0,0.34,208.0,101245.0
20140324:1300,25.64,72.75,495.0,750.22,99.0,379.8,0.9,153.0,101275.0
20140324:1400,27.02,63.9,712.0,834.69,115.0,385.4,1.1,133.0,101315.0
20140324:1500,28.6,56.45,876.0,880.13,124.0,387.4,1.52,122.0,101235.0
20140324:1600,29.58,52.25,972.0,899.65,130.0,405.25,2.21,133.0,101205.0
20140324:1700,29.73,51.45,993.0,903.39,131.0,414.65,2.69,144.0,101125.0
20140324:1800,29.59,51.85,935.0,888.81,128.0,407.25,2.76,153.0,101046.0
20140324:1900,29.13,55.5,805.0,853.34,122.0,401.85,2.69,157.0,100956.0
20140324:2000,28.92,56.1,614.0,788.96,110.0,405.45,2.62,156.0,100906.0
20140324:2100,27.96,60.7,382.0,667.81,92.0,401.65,2.41,156.0,100926.0
20140324:2200,26.88,65.4,143.0,428.64,57.0,393.4,2.21,161.0,100956.0
20140324:2300,25.67,71.2,0.0,-0.0,0.0,388.25,1.66,149.0,101006.0
20140325:0000,24.8,75.95,0.0,-0.0,0.0,388.6,1.24,132.0,101076.0
20140325:0100,24.13,83.6,0.0,-0.0,0.0,388.85,0.69,117.0,101135.0
20140325:0200,24.12,80.4,0.0,-0.0,0.0,385.4,0.41,12.0,101215.0
20140325:0300,22.93,88.05,0.0,-0.0,0.0,393.05,1.03,344.0,101215.0
20140325:0400,22.31,90.45,0.0,-0.0,0.0,385.0,1.17,335.0,101185.0
20140325:0500,22.06,91.8,0.0,-0.0,0.0,391.45,1.17,330.0,101155.0
20140325:0600,21.57,93.7,0.0,-0.0,0.0,381.4,1.17,330.0,101106.0
20140325:0700,22.52,88.95,0.0,-0.0,0.0,393.05,0.69,326.0,101066.0
20140325:0800,21.7,92.55,0.0,-0.0,0.0,384.2,0.9,333.0,101006.0
20140325:0900,21.44,93.5,0.0,-0.0,0.0,388.0,0.9,339.0,101056.0
20140325:1000,21.48,91.85,0.0,-0.0,0.0,374.4,0.83,341.0,101076.0
20140325:1100,21.5,92.05,33.0,183.4,21.0,385.8,0.62,332.0,101145.0
20140325:1200,23.32,86.3,255.0,583.68,75.0,383.2,0.07,37.0,101225.0
20140325:1300,25.33,74.0,501.0,755.15,100.0,385.6,0.62,145.0,101295.0
20140325:1400,27.34,64.35,717.0,836.87,116.0,378.8,2.0,146.0,101315.0
20140325:1500,27.94,62.2,881.0,882.12,125.0,405.05,2.69,146.0,101295.0
20140325:1600,28.65,58.9,977.0,901.74,131.0,395.25,3.31,151.0,101255.0
20140325:1700,28.82,58.4,997.0,904.71,132.0,401.85,3.66,157.0,101195.0
20140325:1800,29.0,57.3,938.0,889.45,129.0,400.85,3.79,163.0,101145.0
20140325:1900,29.15,55.5,807.0,853.19,123.0,408.85,3.45,160.0,101046.0
20140325:2000,28.49,57.75,615.0,787.62,111.0,408.05,3.17,160.0,101026.0
20140325:2100,27.99,59.15,383.0,668.67,92.0,393.25,2.9,158.0,101026.0
20140325:2200,27.13,62.75,144.0,426.79,58.0,390.0,2.48,158.0,101066.0
20140325:2300,26.05,68.75,0.0,-0.0,0.0,393.65,2.14,158.0,101096.0
20140326:0000,25.16,74.55,0.0,-0.0,0.0,387.25,2.07,164.0,101175.0
20140326:0100,24.59,78.55,0.0,-0.0,0.0,390.85,2.0,173.0,101235.0
20140326:0200,24.03,82.15,0.0,-0.0,0.0,382.0,1.86,179.0,101295.0
20140326:0300,23.65,84.5,0.0,-0.0,0.0,384.8,1.79,178.0,101295.0
20140326:0400,23.3,86.45,0.0,-0.0,0.0,382.4,1.72,180.0,101275.0
20140326:0500,23.01,87.95,0.0,-0.0,0.0,382.6,1.72,184.0,101235.0
20140326:0600,22.56,89.95,0.0,-0.0,0.0,375.2,1.66,191.0,101185.0
20140326:0700,22.29,90.05,0.0,-0.0,0.0,380.6,1.31,202.0,101175.0
20140326:0800,21.71,92.65,0.0,-0.0,0.0,379.0,1.31,207.0,101135.0
20140326:0900,21.13,94.8,0.0,-0.0,0.0,375.8,1.24,222.0,101145.0
20140326:1000,20.72,95.65,0.0,-0.0,0.0,374.8,1.1,234.0,101195.0
20140326:1100,20.51,95.7,35.0,188.66,22.0,369.4,0.97,252.0,101315.0
20140326:1200,23.2,86.4,257.0,580.61,76.0,374.8,0.41,227.0,101375.0
20140326:1300,25.76,71.55,501.0,748.83,101.0,376.4,1.1,162.0,101444.0
20140326:1400,27.38,61.0,718.0,834.92,116.0,377.0,1.38,145.0,101524.0
20140326:1500,28.79,55.4,882.0,879.49,126.0,382.4,1.52,126.0,101514.0
20140326:1600,30.2,50.05,977.0,899.61,131.0,388.2,1.93,106.0,101474.0
20140326:1700,30.65,47.65,997.0,901.9,133.0,400.25,2.48,104.0,101394.0
20140326:1800,30.42,48.9,938.0,886.84,130.0,409.85,2.76,106.0,101335.0
20140326:1900,29.87,53.05,808.0,853.08,123.0,410.25,2.41,111.0,101285.0
20140326:2000,29.73,53.7,616.0,786.33,112.0,402.85,2.41,117.0,101225.0
20140326:2100,28.8,58.3,384.0,667.28,93.0,405.65,2.55,133.0,101245.0
20140326:2200,27.66,63.25,145.0,429.94,58.0,400.25,2.14,139.0,101255.0
20140326:2300,26.44,69.3,0.0,-0.0,0.0,396.25,1.59,126.0,101335.0
20140327:0000,25.48,74.55,0.0,-0.0,0.0,384.2,1.17,90.0,101404.0
20140327:0100,24.85,78.35,0.0,-0.0,0.0,391.05,1.31,36.0,101444.0
20140327:0200,24.06,82.3,0.0,-0.0,0.0,377.2,1.86,19.0,101504.0
20140327:0300,23.73,84.75,0.0,-0.0,0.0,380.6,2.14,9.0,101514.0
20140327:0400,23.42,87.2,0.0,-0.0,0.0,377.0,2.48,4.0,101504.0
20140327:0500,23.3,88.3,0.0,-0.0,0.0,384.2,2.69,3.0,101454.0
20140327:0600,23.15,88.65,0.0,-0.0,0.0,388.8,2.62,2.0,101434.0
20140327:0700,22.72,90.95,0.0,-0.0,0.0,375.4,2.48,5.0,101404.0
20140327:0800,22.45,92.2,0.0,-0.0,0.0,375.6,2.34,3.0,101375.0
20140327:0900,22.19,93.0,0.0,-0.0,0.0,375.0,2.28,360.0,101444.0
20140327:1000,22.01,93.25,0.0,-0.0,0.0,377.0,2.41,357.0,101484.0
20140327:1100,22.07,92.65,38.0,207.26,23.0,384.4,2.55,357.0,101564.0
20140327:1200,23.28,87.75,261.0,583.99,77.0,393.65,2.76,6.0,101604.0
20140327:1300,24.77,79.3,506.0,751.93,102.0,385.8,3.59,24.0,101634.0
20140327:1400,26.43,70.0,523.0,240.37,349.0,385.6,3.59,40.0,101703.0
20140327:1500,27.92,60.6,642.0,271.43,408.0,392.85,3.72,52.0,101703.0
20140327:1600,28.97,54.65,980.0,899.66,132.0,399.85,3.93,62.0,101643.0
20140327:1700,29.77,51.05,1000.0,903.31,133.0,400.25,3.93,68.0,101534.0
20140327:1800,30.45,48.05,941.0,887.57,131.0,401.25,3.86,73.0,101444.0
20140327:1900,30.65,46.35,811.0,854.27,124.0,403.85,3.66,75.0,101355.0
20140327:2000,30.42,46.95,619.0,788.2,113.0,402.85,3.52,82.0,101295.0
20140327:2100,29.66,50.8,387.0,670.52,94.0,409.45,3.03,87.0,101315.0
20140327:2200,28.59,56.3,147.0,433.09,59.0,405.65,2.69,76.0,101305.0
20140327:2300,27.33,61.1,0.0,-0.0,0.0,395.25,2.69,49.0,101404.0
20140328:0000,26.19,62.55,0.0,-0.0,0.0,381.8,3.45,32.0,101474.0
20140328:0100,25.16,67.15,0.0,-0.0,0.0,377.25,3.66,24.0,101564.0
20140328:0200,24.41,72.7,0.0,-0.0,0.0,381.6,3.38,14.0,101614.0
20140328:0300,23.77,77.35,0.0,-0.0,0.0,377.4,3.17,6.0,101584.0
20140328:0400,23.19,80.85,0.0,-0.0,0.0,368.0,3.1,2.0,101594.0
20140328:0500,22.8,82.7,0.0,-0.0,0.0,368.4,2.97,0.0,101534.0
20140328:0600,22.46,83.95,0.0,-0.0,0.0,367.6,2.9,358.0,101494.0
20140328:0700,22.51,86.95,0.0,-0.0,0.0,377.0,3.24,0.0,101424.0
20140328:0800,22.3,87.8,0.0,-0.0,0.0,379.0,3.1,359.0,101404.0
20140328:0900,22.19,88.0,0.0,-0.0,0.0,386.6,2.83,356.0,101384.0
20140328:1000,21.99,88.65,0.0,-0.0,0.0,384.0,2.76,355.0,101444.0
20140328:1100,21.82,89.0,41.0,210.98,25.0,377.2,2.62,351.0,101534.0
20140328:1200,23.0,83.45,158.0,94.22,128.0,388.4,2.83,353.0,101554.0
20140328:1300,24.98,73.15,512.0,756.88,103.0,372.8,3.52,27.0,101614.0
20140328:1400,26.71,63.6,728.0,839.44,118.0,384.8,3.59,46.0,101634.0
20140328:1500,28.19,56.6,889.0,880.2,128.0,382.2,3.59,62.0,101624.0
20140328:1600,29.21,52.15,135.0,0.0,135.0,390.05,3.79,77.0,101534.0
20140328:1700,29.76,49.9,138.0,0.0,138.0,412.05,4.07,85.0,101484.0
20140328:1800,29.25,51.85,129.0,0.0,129.0,415.25,3.66,87.0,101375.0
20140328:1900,29.34,51.95,111.0,0.0,111.0,403.85,3.52,78.0,101285.0
20140328:2000,29.07,53.3,85.0,0.0,85.0,409.85,3.31,81.0,101255.0
20140328:2100,28.73,54.65,53.0,0.0,53.0,416.45,3.31,80.0,101235.0
20140328:2200,27.73,59.55,20.0,0.0,20.0,410.25,2.55,77.0,101225.0
20140328:2300,26.85,64.35,0.0,-0.0,0.0,406.25,1.93,63.0,101315.0
20140329:0000,26.07,67.85,0.0,-0.0,0.0,412.65,2.0,45.0,101315.0
20140329:0100,25.14,72.1,0.0,-0.0,0.0,390.05,2.21,38.0,101384.0
20140329:0200,24.67,74.25,0.0,-0.0,0.0,397.45,2.55,34.0,101434.0
20140329:0300,24.09,77.6,0.0,-0.0,0.0,392.05,2.48,24.0,101464.0
20140329:0400,23.58,80.65,0.0,-0.0,0.0,388.4,2.34,16.0,101444.0
20140329:0500,23.15,83.35,0.0,-0.0,0.0,388.2,2.21,17.0,101444.0
20140329:0600,22.64,86.7,0.0,-0.0,0.0,389.2,2.34,5.0,101365.0
20140329:0700,22.48,88.3,0.0,-0.0,0.0,394.25,2.34,1.0,101295.0
20140329:0800,22.31,88.75,0.0,-0.0,0.0,394.45,2.28,358.0,101245.0
20140329:0900,22.13,89.8,0.0,-0.0,0.0,395.05,2.21,356.0,101255.0
20140329:1000,21.79,91.0,0.0,-0.0,0.0,382.2,2.21,352.0,101285.0
20140329:1100,21.61,91.3,42.0,214.41,25.0,378.0,2.14,350.0,101414.0
20140329:1200,22.96,86.05,109.0,6.22,107.0,383.0,2.14,8.0,101424.0
20140329:1300,24.61,77.4,510.0,748.94,103.0,381.4,2.83,38.0,101474.0
20140329:1400,25.61,72.5,215.0,9.6,208.0,391.25,2.97,55.0,101494.0
20140329:1500,26.94,65.6,540.0,117.65,438.0,387.8,3.24,66.0,101524.0
20140329:1600,27.46,61.85,683.0,198.57,495.0,415.25,3.03,70.0,101454.0
20140329:1700,28.36,56.9,697.0,234.61,471.0,415.45,2.76,79.0,101384.0
20140329:1800,28.95,53.65,657.0,231.58,445.0,401.05,2.48,92.0,101255.0
20140329:1900,30.25,45.85,566.0,225.66,384.0,404.85,2.76,95.0,101165.0
20140329:2000,29.99,46.2,433.0,217.43,293.0,394.65,2.76,109.0,101076.0
20140329:2100,29.16,49.85,271.0,196.05,185.0,386.85,3.1,124.0,101076.0
20140329:2200,27.83,56.4,103.0,112.3,80.0,396.0,3.17,135.0,101066.0
20140329:2300,26.47,62.95,0.0,-0.0,0.0,381.6,2.69,136.0,101116.0
20140330:0000,25.56,67.35,0.0,-0.0,0.0,370.4,1.86,125.0,101165.0
20140330:0100,24.85,70.95,0.0,-0.0,0.0,370.45,1.52,85.0,101215.0
20140330:0200,24.11,74.25,0.0,-0.0,0.0,373.2,2.07,54.0,101295.0
20140330:0300,23.48,77.4,0.0,-0.0,0.0,367.8,2.21,40.0,101335.0
20140330:0400,22.95,80.45,0.0,-0.0,0.0,372.2,1.93,19.0,101305.0
20140330:0500,22.24,83.85,0.0,-0.0,0.0,369.4,1.93,0.0,101285.0
20140330:0600,21.8,85.6,0.0,-0.0,0.0,371.6,2.07,350.0,101205.0
20140330:0700,21.59,86.6,0.0,-0.0,0.0,365.0,2.07,353.0,101135.0
20140330:0800,21.27,88.1,0.0,-0.0,0.0,362.4,2.07,349.0,101096.0
20140330:0900,21.2,88.55,0.0,-0.0,0.0,373.4,1.93,346.0,101086.0
20140330:1000,21.11,88.6,0.0,-0.0,0.0,376.0,1.79,349.0,101106.0
20140330:1100,21.21,88.0,45.0,229.68,26.0,383.0,1.72,349.0,101175.0
20140330:1200,22.75,81.9,270.0,587.79,79.0,385.6,1.59,356.0,101205.0
20140330:1300,24.79,72.3,515.0,752.12,104.0,384.0,2.0,52.0,101255.0
20140330:1400,26.27,64.2,729.0,833.16,119.0,390.85,2.07,74.0,101285.0
20140330:1500,27.85,56.6,891.0,876.49,129.0,378.8,2.21,93.0,101285.0
20140330:1600,28.88,50.85,984.0,895.88,134.0,387.6,2.55,110.0,101225.0
20140330:1700,29.39,47.2,1001.0,897.44,135.0,399.25,2.9,126.0,101145.0
20140330:1800,29.62,45.65,940.0,880.23,133.0,395.65,3.24,136.0,101076.0
20140330:1900,29.57,45.8,808.0,844.47,126.0,395.05,3.24,139.0,100956.0
20140330:2000,29.01,48.05,616.0,778.55,114.0,402.85,3.17,142.0,100906.0
20140330:2100,28.19,52.1,384.0,657.63,95.0,392.65,2.97,144.0,100916.0
20140330:2200,27.13,58.1,146.0,418.27,60.0,395.05,2.55,144.0,100926.0
20140330:2300,25.81,66.55,0.0,-0.0,0.0,382.0,1.86,147.0,100976.0
20140331:0000,24.99,72.9,0.0,-0.0,0.0,386.4,1.66,152.0,101026.0
20140331:0100,24.22,78.45,0.0,-0.0,0.0,373.45,1.45,156.0,101106.0
20140331:0200,23.38,85.0,0.0,-0.0,0.0,372.2,1.03,159.0,101175.0
20140331:0300,23.02,86.55,0.0,-0.0,0.0,371.2,0.83,156.0,101225.0
20140331:0400,22.99,86.5,0.0,-0.0,0.0,374.2,0.76,158.0,101255.0
20140331:0500,23.19,85.35,0.0,-0.0,0.0,369.4,0.62,178.0,101215.0
20140331:0600,22.96,86.25,0.0,-0.0,0.0,367.0,0.48,222.0,101175.0
20140331:0700,23.06,86.2,0.0,-0.0,0.0,375.0,0.48,159.0,101096.0
20140331:0800,22.71,87.75,0.0,-0.0,0.0,376.8,0.21,199.0,101106.0
20140331:0900,22.33,89.1,0.0,-0.0,0.0,381.4,0.34,271.0,101066.0
20140331:1000,21.82,90.45,0.0,-0.0,0.0,374.8,0.69,294.0,101106.0
20140331:1100,21.42,91.95,47.0,174.12,32.0,376.0,0.62,296.0,101165.0
20140331:1200,23.34,84.4,272.0,588.07,79.0,378.4,0.21,273.0,101225.0
20140331:1300,25.46,73.35,515.0,748.03,104.0,379.0,1.03,144.0,101285.0
20140331:1400,26.93,64.5,728.0,827.41,120.0,384.6,1.86,140.0,101335.0
20140331:1500,28.04,58.7,889.0,871.85,129.0,389.6,2.34,137.0,101305.0
20140331:1600,30.27,47.57,982.0,890.87,135.0,406.09,2.91,138.0,101275.0
20140331:1700,29.6,50.86,1000.0,893.87,136.0,404.4,2.83,142.0,101205.0
20140331:1800,28.92,54.14,940.0,878.97,133.0,402.71,2.75,145.0,101116.0
20140331:1900,28.24,57.43,809.0,844.61,126.0,401.02,2.67,138.0,101046.0
20140331:2000,27.56,60.71,617.0,777.5,115.0,399.33,2.59,135.0,100996.0
20140331:2100,26.88,64.0,386.0,658.73,96.0,397.64,2.5,130.0,101026.0
20140331:2200,26.21,67.28,147.0,416.69,61.0,395.94,2.42,127.0,101056.0
20140331:2300,25.53,70.57,0.0,-0.0,0.0,394.25,2.34,127.0,101116.0
20150401:0000,24.85,73.85,0.0,-0.0,0.0,392.56,2.26,16.0,101285.0
20150401:0100,24.17,77.14,0.0,-0.0,0.0,390.87,2.18,5.0,101355.0
20150401:0200,23.5,80.42,0.0,-0.0,0.0,389.18,2.1,349.0,101384.0
20150401:0300,22.82,83.71,0.0,-0.0,0.0,387.49,2.02,345.0,101434.0
20150401:0400,22.14,86.99,0.0,-0.0,0.0,385.8,1.94,345.0,101404.0
20150401:0500,21.46,90.28,0.0,-0.0,0.0,384.11,1.86,346.0,101375.0
20150401:0600,20.79,93.56,0.0,-0.0,0.0,382.42,1.77,343.0,101315.0
20150401:0700,20.11,96.85,0.0,-0.0,0.0,380.73,1.69,342.0,101235.0
20150401:0800,20.74,92.2,0.0,-0.0,0.0,367.0,2.0,344.0,101205.0
20150401:0900,20.52,92.3,0.0,-0.0,0.0,367.0,1.93,344.0,101225.0
20150401:1000,20.3,92.7,0.0,-0.0,0.0,368.8,1.79,340.0,101275.0
20150401:1100,20.32,91.95,52.0,212.16,33.0,371.0,1.79,337.0,101325.0
20150401:1200,21.94,85.05,278.0,603.49,78.0,371.6,1.86,341.0,101404.0
20150401:1300,23.7,76.15,522.0,760.33,102.0,366.4,2.0,2.0,101454.0
20150401:1400,25.57,65.85,574.0,324.09,335.0,372.8,1.93,40.0,101484.0
20150401:1500,26.9,59.25,304.0,16.02,290.0,384.6,2.0,79.0,101444.0
20150401:1600,28.01,54.65,539.0,89.22,454.0,392.45,2.34,104.0,101404.0
20150401:1700,28.46,52.55,477.0,44.41,434.0,397.05,2.62,115.0,101355.0
20150401:1800,28.93,49.3,945.0,889.73,127.0,410.25,2.76,124.0,101275.0
20150401:1900,27.99,53.55,686.0,435.98,333.0,409.65,2.34,132.0,101205.0
20150401:2000,28.07,52.3,622.0,795.05,108.0,398.45,2.14,137.0,101116.0
20150401:2100,27.57,54.3,389.0,678.01,90.0,399.25,2.0,136.0,101135.0
20150401:2200,26.84,58.7,147.0,429.62,58.0,390.8,1.79,132.0,101096.0
20150401:2300,25.97,65.0,0.0,-0.0,0.0,400.65,1.59,122.0,101185.0
20150402:0000,25.2,70.7,0.0,-0.0,0.0,391.25,1.1,98.0,101255.0
20150402:0100,24.48,75.55,0.0,-0.0,0.0,392.45,1.1,57.0,101315.0
20150402:0200,23.77,79.9,0.0,-0.0,0.0,395.25,1.45,34.0,101394.0
20150402:0300,23.26,82.05,0.0,-0.0,0.0,395.25,1.66,20.0,101414.0
20150402:0400,22.67,83.55,0.0,-0.0,0.0,382.4,1.72,10.0,101424.0
20150402:0500,22.2,84.95,0.0,-0.0,0.0,378.2,1.72,358.0,101365.0
20150402:0600,21.85,85.8,0.0,-0.0,0.0,378.8,1.72,350.0,101335.0
20150402:0700,21.8,85.5,0.0,-0.0,0.0,381.6,1.79,350.0,101285.0
20150402:0800,21.63,86.55,0.0,-0.0,0.0,383.0,1.79,344.0,101275.0
20150402:0900,21.32,88.3,0.0,-0.0,0.0,375.8,2.0,341.0,101275.0
20150402:1000,21.19,88.9,0.0,-0.0,0.0,376.8,2.07,339.0,101335.0
20150402:1100,21.32,87.9,30.0,0.0,30.0,384.4,2.0,341.0,101394.0
20150402:1200,22.84,80.9,128.0,17.93,122.0,377.8,2.07,346.0,101464.0
20150402:1300,24.97,72.4,249.0,41.42,226.0,386.8,2.41,11.0,101534.0
20150402:1400,26.32,66.9,170.0,2.7,168.0,392.65,2.55,31.0,101554.0
20150402:1500,27.67,61.35,604.0,179.18,447.0,395.25,2.62,47.0,101544.0
20150402:1600,28.7,56.7,709.0,225.24,494.0,395.45,2.55,63.0,101484.0
20150402:1700,29.39,52.45,527.0,63.94,465.0,403.45,2.48,75.0,101384.0
20150402:1800,29.95,48.9,944.0,886.39,128.0,413.85,2.41,90.0,101335.0
20150402:1900,27.76,58.75,648.0,339.24,373.0,414.65,2.34,53.0,101235.0
20150402:2000,26.96,63.6,200.0,6.18,196.0,422.05,1.93,55.0,101195.0
20150402:2100,26.59,66.15,15.0,0.0,15.0,399.05,2.55,49.0,101215.0
20150402:2200,25.29,72.95,5.0,0.0,5.0,413.85,2.34,19.0,101245.0
20150402:2300,24.35,77.95,0.0,-0.0,0.0,405.45,2.41,359.0,101305.0
20150403:0000,23.74,81.95,0.0,-0.0,0.0,410.85,2.41,7.0,101355.0
20150403:0100,23.39,83.7,0.0,-0.0,0.0,409.85,2.41,9.0,101394.0
20150403:0200,22.88,85.85,0.0,-0.0,0.0,403.45,2.48,6.0,101474.0
20150403:0300,22.52,87.35,0.0,-0.0,0.0,399.65,2.55,8.0,101514.0
20150403:0400,22.03,89.3,0.0,-0.0,0.0,392.8,2.55,4.0,101514.0
20150403:0500,21.42,92.15,0.0,-0.0,0.0,398.65,2.48,360.0,101444.0
20150403:0600,21.27,91.25,0.0,-0.0,0.0,408.65,2.55,355.0,101375.0
20150403:0700,21.2,90.3,0.0,-0.0,0.0,391.0,2.62,352.0,101305.0
20150403:0800,21.07,90.05,0.0,-0.0,0.0,396.65,2.62,349.0,101255.0
20150403:0900,20.85,90.4,0.0,-0.0,0.0,384.2,2.76,349.0,101265.0
20150403:1000,20.77,90.25,0.0,-0.0,0.0,384.8,2.76,351.0,101285.0
20150403:1100,20.89,89.75,55.0,218.06,34.0,389.85,2.76,351.0,101325.0
20150403:1200,21.78,86.55,281.0,598.09,79.0,390.4,2.83,352.0,101404.0
